adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/kqpxZwqQAKJKFRtSm7bIXS0X3Pa.jpg,"[12, 10751, 14]",13155,en,Return to Oz,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies.",5.2741,/zKaH6CbrgxNLw9lsEinLxx173Tw.jpg,1985-06-21,Return to Oz,False,6.714,1060
False,/9hT855BbX7yypRbxb8yPrQQ5CcC.jpg,"[10751, 14, 35]",662546,en,Godmothered,"A young and unskilled fairy godmother that ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored. What she discovers is that the girl has now become a grown woman in need of something very different than a ""prince charming.""",5.3947,/80tDCErk6ymHS7YfvqJcbnnTtqa.jpg,2020-12-04,Godmothered,False,6.7,632
False,/cpoCmsmKGsqxwSRPWFKegZbmoQz.jpg,"[35, 14]",43645,it,Il piccolo diavolo,"Father Maurice, a priest living in a residential college for priests in Rome, is called out one day to ""exorcise"" the devil from someone. The devil turns out to be in the form of a fun-loving man called Giuditta. What Father Maurice doesn't know is that this type of devil will turn his life around.",1.2786,/ck1dLdsmjwYljlnwQRNj4XhBa55.jpg,1988-07-01,The Little Devil,False,6.711,431
False,/thYgTJfMO2HG7OJTVIAbbuHCx2D.jpg,"[35, 28, 14]",13509,en,The Monster Squad,"Count Dracula returns to the world of humans accompanied by Frankenstein's Monster, the Wolfman, the Mummy, and the Gillman. The uglies are in search of a powerful amulet that will grant them the ability to rule the world. A group of horror-loving heroes are the only ones daring to stand in their way.",5.4727,/8EVuqCcqFzQvc7X8E3fx3w4B5Td.jpg,1987-08-14,The Monster Squad,False,6.7,633
False,/atvEgnjjXN5QvFDThXVz4nyU9yi.jpg,"[35, 12, 14]",798286,en,Beau Is Afraid,"Following the sudden death of his mother, a mild-mannered but anxiety-ridden man confronts his darkest fears as he embarks on an epic odyssey back home.",9.5094,/wgVkkjigF31r1nZV80uV0xNIoun.jpg,2023-04-14,Beau Is Afraid,False,6.711,1296
False,/fYnEbgoNCxW9kL0IgOgtJb9JTBU.jpg,"[27, 14]",426063,en,Nosferatu,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.",13.4579,/5qGIxdEO841C0tdY8vOdLoRVrr0.jpg,2024-12-25,Nosferatu,False,6.708,3578
False,/euXJlfeYSyrdkOoFQ9gtUG8OOhH.jpg,"[27, 53, 14]",10072,en,A Nightmare on Elm Street 3: Dream Warriors,"A psychiatrist, familiar with the knife-wielding dream demon Freddy Krueger, helps teens at a mental hospital battle the killer who is invading their dreams.",3.5423,/qbtZewU6EGvxi8yFVzwZ31NijLX.jpg,1987-02-27,A Nightmare on Elm Street 3: Dream Warriors,False,6.708,2000
False,/3otAGduCHdqdEIVC1HOOLb5Qnp2.jpg,"[16, 35, 10751, 14]",9297,en,Monster House,"Monsters under the bed are scary enough, but what happens when an entire house is out to get you? Three teens aim to find out when they go up against a decrepit neighboring home and unlock its frightening secrets.",7.4262,/zCRPr4bkO3ae0U1134vJ39xZnAG.jpg,2006-06-30,Monster House,False,6.708,4299
False,/q2vz5DeLbegD2teJU29Gtb4t2sO.jpg,"[16, 35, 10751, 14]",170687,en,The Boxtrolls,"An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.",7.6508,/npBf0yc5Gt7aAyyVOcYtFyT2IPa.jpg,2014-09-10,The Boxtrolls,False,6.706,1784
False,/8dI1r7qh7sT79ZkkvhTKFwAIuV1.jpg,"[14, 27]",46146,no,Trolljegeren,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.",3.2311,/v2W5NEz0p9jPFzbbYt0dP86gsOX.jpg,2010-10-29,Troll Hunter,False,6.702,1733
False,/AdSU7O4KhqqZuYadNAdWSEROSNg.jpg,"[10751, 35, 14, 878]",11548,en,*batteries not included,"In a soon to be demolished block of apartments, the residents resist the criminal methods used to force them to leave so a greedy tycoon can build his new skyscraper. When tiny mechanical aliens land for a recharge, they decide to stay and help out.",5.1076,/8NkpnpdLd8J6zCR8ZGTeGTur4uO.jpg,1987-12-18,*batteries not included,False,6.701,783
False,/pua7gLu3O5beOq46xQg6BfLzORl.jpg,"[14, 35, 18]",785457,en,Afterlife of the Party,A social butterfly who dies during her birthday week is given a second chance to right her wrongs on Earth.,5.4623,/1bkcOEt4zvc5tBl6xFxTbkSqhEQ.jpg,2021-09-02,Afterlife of the Party,False,6.7,481
False,/aP6MVLsZpQ51p93PwNsyy1TVUIW.jpg,"[28, 14, 12]",426284,ja,無限の住人,"Manji, a highly skilled samurai, becomes cursed with immortality after a legendary battle. Haunted by the brutal murder of his sister, Manji knows that only fighting evil will regain his soul. He promises to help a young girl named Rin avenge her parents, who were killed by a group of master swordsmen led by ruthless warrior Anotsu. The mission will change Manji in ways he could never imagine.",3.3041,/bFaxg006Dt6J1k7qa7a5YuqbAhe.jpg,2017-04-29,Blade of the Immortal,False,6.703,627
False,/wACAzDetLg6HRaL98SJQ1sk4HTf.jpg,"[12, 16, 10751, 14]",484510,en,Trolls Holiday,"When the eternally optimistic Poppy, queen of the Trolls, learns that the Bergens no longer have any holidays on their calendar, she enlists the help of Branch and the rest of the gang on a delightfully quirky mission to fix something that the Bergens don't think is broken.",5.0762,/lJV03Etqdv9mJSixgIVn7dstoNc.jpg,2017-11-01,Trolls Holiday,False,6.7,507
False,/mchDEPh1fkID8nq8IONAGQeiPJg.jpg,"[35, 10751, 14]",338958,en,Disenchanted,"Disillusioned with life in the city, feeling out of place in suburbia, and frustrated that her happily ever after hasn’t been so easy to find, Giselle turns to the magic of Andalasia for help. Accidentally transforming the entire town into a real-life fairy tale and placing her family’s future happiness in jeopardy, she must race against time to reverse the spell and determine what happily ever after truly means to her and her family.",7.1115,/uyNLq2Dc3s4IOdcYTU8ZtM2lTjb.jpg,2022-11-18,Disenchanted,False,6.691,1170
False,/blHx3LrXsIfefFggOk4gjwdX73i.jpg,"[14, 18, 80]",517839,sv,Gräns,"When a border guard with a sixth sense for identifying smugglers encounters the first person she cannot prove is guilty, she is forced to confront terrifying revelations about herself and humankind.",2.2117,/8KzOTRlKjdAKQTemV41hq86ldFS.jpg,2018-09-27,Border,False,6.689,916
False,/9iMCwIdz2ZXAuKurdPiVrJy05Kb.jpg,"[12, 18, 10749, 14]",78698,en,Big Miracle,A small-town news reporter and a Greenpeace volunteer enlist the help of rival superpowers to save three majestic gray whales trapped under the ice of the Arctic Circle.,4.5895,/hqdrgC5oHK06DDaAlulReUC7Nog.jpg,2012-02-02,Big Miracle,False,6.7,523
False,/ijmKdhQQ86L18ZUywjHjM7h7YgO.jpg,"[14, 35, 10751]",11283,en,Nanny McPhee,"Widower Cedric Brown hires Nanny McPhee to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch, threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.",8.6198,/8tommndfI0W62teXwSmXdmVZ7gz.jpg,2005-10-21,Nanny McPhee,False,6.687,3203
False,/2Li2vaWeCIMYwcgC9yU3Z99LDVL.jpg,"[14, 16, 12, 80, 28, 18]",21683,en,Batman: Mystery of the Batwoman,"As if the Penguin wasn't enough to contend with, a new vigilante has surfaced in Gotham City, and her strong-arm tactics give Batman cause for concern. Being the World's Greatest Detective and The Dark Knight, he sets out to uncover her identity while stopping a dangerous criminal plot.",5.9687,/mlmhpUArJdpRPO211v3lETe3uzg.jpg,2003-10-21,Batman: Mystery of the Batwoman,False,6.685,436
False,/cVfaHnjOOS5qX8z10qnBsslq2Oi.jpg,"[10751, 12, 14, 18]",8204,en,The Spiderwick Chronicles,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",9.455,/uN7MUMaCXfa8DbMMp61A8iXEcEG.jpg,2008-02-14,The Spiderwick Chronicles,False,6.684,2816
False,/5om2iHhm2dgv0s2YgPDSEMIkRNx.jpg,"[35, 14, 10402, 10749]",515195,en,Yesterday,A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate reality where the group was forgotten.,6.3594,/9fYka5CQt9nrb6LOtKicysUf9NA.jpg,2019-06-26,Yesterday,False,6.683,4237
False,/iIQJ3clyNpHOFcUYOom8cG3NmgV.jpg,"[35, 14, 27]",5680,en,Elvira: Mistress of the Dark,"Arriving in the small town of Fallwell, Massachusetts to claim her inheritance, horror hostess Elvira receives a less than enthusiastic reception from the conservative locals, including her sinister uncle Vincent.",5.8557,/tr9ajyzn0xRZhgp30SMdwhzFNJW.jpg,1988-09-30,Elvira: Mistress of the Dark,False,6.7,603
False,/avwEj8wiywFH6FZ6h2wzvyJpiH7.jpg,"[14, 28]",1487,en,Hellboy,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before they summon a baby demon who is rescued by Allied forces and dubbed ""Hellboy"". Sixty years later, Hellboy serves the cause of good rather than evil as an agent in the Bureau of Paranormal Research & Defense, along with Abe Sapien - a merman with psychic powers, and Liz Sherman - a woman with pyrokinesis, protecting America against dark forces.",7.5137,/lbaTEneOofwvAyg77R8HbFML2zT.jpg,2004-04-02,Hellboy,False,6.674,7371
False,/2mNUbRzy8QqFMxP6B9dxqlt998n.jpg,"[18, 10751, 14, 10749]",13768,en,Tuck Everlasting,"Teenager Winnie Foster is growing up in a small rural town in 1914 with her loving but overprotective parents, but Winnie longs for a life of greater freedom and adventure.",5.5606,/9BXAC4uTHuD37hpiGOmhetqNgnO.jpg,2002-10-11,Tuck Everlasting,False,6.673,496
False,/2oHTGGcBCnS3hhm1hvnb0aXFoTt.jpg,"[10751, 14, 35, 10770, 28]",34204,en,Return to Halloweentown,"As Halloweentown prepares to celebrate its 1,000th anniversary, Marnie Piper and her brother Dylan return to Witch University, where trouble is in session from the Sinister Sisters and from someone who's plotting to use Marnie's powers for evil.",4.6404,/9lkAYfaaUf46lkXKEWq94wuUs3m.jpg,2006-10-20,Return to Halloweentown,False,6.667,621
False,/5nhp41gx49vXjwXuDXJwQrRFsng.jpg,"[35, 10751, 14]",10719,en,Elf,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic.",8.2675,/oOleziEempUPu96jkGs0Pj6tKxj.jpg,2003-11-07,Elf,False,6.666,4506
False,/7C921eWK06n12c1miRXnYoEu5Yv.jpg,"[12, 28, 14]",166426,en,Pirates of the Caribbean: Dead Men Tell No Tales,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",11.1764,/6lAPOAFYFWIO3SQRemEY2wInQMC.jpg,2017-05-23,Pirates of the Caribbean: Dead Men Tell No Tales,False,6.653,12728
False,/rmfIhftLXpHEZzkLSpWQMZhirMJ.jpg,"[35, 14]",823482,en,Dream Scenario,"Hapless family man Paul Matthews finds his life turned upside down when millions of strangers suddenly start seeing him in their dreams. But when his nighttime appearances take a nightmarish turn, Paul is forced to navigate his newfound stardom.",7.4686,/2RSMu2iMDCdMKmvBWWvcmE8vjMj.jpg,2023-11-10,Dream Scenario,False,6.651,1289
False,/v3LsiN0K6RQTdxDiJY9DMk9dilW.jpg,"[35, 14]",330764,fr,Le Tout Nouveau Testament,"God lives in Brussels. On Earth though, God is a coward, morally pathetic and odious to his family. His daughter, Ea, is bored at home and can't stand being locked up in a small apartment in ordinary Brussels, until the day she decides to revolt against her dad...",2.7042,/eRKgcuXSP9KiGlh2tlS85oh6ceN.jpg,2015-09-02,The Brand New Testament,False,6.648,1755
False,/8NbxAqVNeU6cnTa8Ito1ESofZKy.jpg,"[28, 16, 14]",287590,ja,聖闘士星矢 LEGEND of SANCTUARY,"Mitsumasa Kido discovers a misterious baby in the himalayas whom he adopts as his grandaughter. 16 years later, Saori Kido is a young girl troubled by her mysterious powers. She is saved by Seiya from an assassin sent to kill her. Saori then learns she is the reincarnation of the Goddess Athena with Seiya being one of her Saints sworn to protect her. Upon learning of her destiny, she heads to the Sanctuary to rebel against the Pope's murderous plot.",3.3128,/gxKfP9278RK4t3J8vLXoFfB8ihl.jpg,2014-06-21,Saint Seiya: Legend of Sanctuary,False,6.6,718
False,/ks4StXzCkSHnJzGuQpRDpi18GiI.jpg,"[12, 35, 10751, 14, 10749]",2897,en,Around the World in 80 Days,"Based on the famous book by Jules Verne the movie follows Phileas Fogg on his journey around the world. Which has to be completed within 80 days, a very short period for those days.",7.1282,/kk6Rrwh0toMz9tjuUHdS4O3v2Rk.jpg,1956-10-17,Around the World in 80 Days,False,6.645,568
False,/cGbPBHKSFO7hSIjxkb3KOaGdOep.jpg,"[14, 12, 10749]",967941,en,Wicked: For Good,"As an angry mob rises against the Wicked Witch, Glinda and Elphaba will need to come together one final time. With their singular friendship now the fulcrum of their futures, they will need to truly see each other, with honesty and empathy, if they are to change themselves, and all of Oz, for good.",18.7248,/si9tolnefLSUKaqQEGz1bWArOaL.jpg,2025-11-19,Wicked: For Good,False,6.6,934
False,/ocOWbTzHcJVTw9Tz173KPeskDOP.jpg,"[10751, 14, 12]",12155,en,Alice in Wonderland,"Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.",13.9867,/o0kre9wRCZz3jjSjaru7QU0UtFz.jpg,2010-03-03,Alice in Wonderland,False,6.639,14718
False,/c5m5MfjKFdQVCfUak84Lg9lxYiZ.jpg,"[28, 12, 35, 14]",621870,en,Secret Society of Second-Born Royals,"Sam is a teenage royal rebel, second in line to the throne of the kingdom of Illyria. Just as her disinterest in the royal way of life is at an all-time high, she discovers she has super-human abilities and is invited to join a secret society of similar extraordinary second-born royals charged with keeping the world safe.",5.8767,/qnO3aXSqkKCDw5cEVyNUDexI4NJ.jpg,2020-09-25,Secret Society of Second-Born Royals,False,6.6,560
False,/sraqqxwStjlhe82vb0mGx3VuHsD.jpg,"[18, 14]",38368,th,ลุงบุญมีระลึกชาติ,"Suffering from acute kidney failure, Boonmee has chosen to spend his final days surrounded by his loved ones in the countryside. Surprisingly, the ghost of his deceased wife appears to care for him, and his long lost son returns home in a non-human form. Contemplating the reasons for his illness, Boonmee treks through the jungle with his family to a mysterious hilltop cave—the birthplace of his first life.",1.6419,/kPFkC9EBvllCIuDTR7A0DSEK6gJ.jpg,2010-06-25,Uncle Boonmee Who Can Recall His Past Lives,False,6.6,425
False,/yucBYHGAMaTu2HsxM2k9JWRxSlj.jpg,"[14, 35, 10749]",12185,en,Heaven Can Wait,"Joe Pendleton is a quarterback preparing to lead his team to the superbowl when he is almost killed in an accident. An overanxious angel plucks him to heaven only to discover that he wasn't ready to die, and that his body has been cremated. A new body must be found, and that of a recently-murdered millionaire is chosen. His wife and accountant—the murderers—are confused by this development, as he buys the L.A. Rams in order to once again quarterback them into the Superbowl.",4.9961,/h1yOiO9cow6gwmGxSAWvPdY4lhJ.jpg,1978-06-28,Heaven Can Wait,False,6.631,436
False,/qKERrt3UU1ml8Q9zdsLPpoQ5r3.jpg,"[10751, 14, 878, 12, 35]",36819,en,Time Bandits,"Young history buff Kevin can scarcely believe it when six dwarfs emerge from his closet one night. Former employees of the Supreme Being, they've purloined a map charting all of the holes in the fabric of time and are using it to steal treasures from different historical eras. Taking Kevin with them, they variously drop in on Napoleon, Robin Hood and King Agamemnon before the Supreme Being catches up with them.",5.5709,/4VZtpwdhHQSa4LUkvujyGAHb1hG.jpg,1981-07-13,Time Bandits,False,6.63,1137
False,/9a59H9qoAzMcj1NWurMgvg9iLaT.jpg,"[28, 12, 14]",1729,en,The Forbidden Kingdom,"An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.",7.778,/z8chF1Z7hyuSVqLYTgElkQZh2VB.jpg,2008-04-17,The Forbidden Kingdom,False,6.63,1888
False,/wG2WlIxdYDTdFrHm4WUj6oOjjQS.jpg,"[28, 14, 12, 878]",626412,ko,외계+인 2부,"Ean has a critical mission to return to the future to save everyone. However, she becomes trapped in the distant past while trying to prevent the escape of alien prisoners who are locked up in the bodies of humans. Meanwhile, Muruk, who helps Ean escape various predicaments, is unnerved when he begins sensing the presence of a strange being in his body. Traveling through the centuries, they are trying to prevent the explosion of the haava.",3.7205,/4RClncz0GTKPZzSAcAalHCw0h3g.jpg,2024-01-10,Alienoid: Return to the Future,False,6.629,827
False,/9pBv1BOSloAUgAkF0meJWdnbV4Q.jpg,"[12, 10751, 14]",2454,en,The Chronicles of Narnia: Prince Caspian,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",9.2323,/qxz3WIyjZiSKUhaTIEJ3c1GcC9z.jpg,2008-05-15,The Chronicles of Narnia: Prince Caspian,False,6.629,6724
False,/zGLHX92Gk96O1DJvLil7ObJTbaL.jpg,"[14, 12]",338953,en,Fantastic Beasts: The Secrets of Dumbledore,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",10.4875,/3c5GNLB4yRSLBby0trHoA1DSQxQ.jpg,2022-04-06,Fantastic Beasts: The Secrets of Dumbledore,False,6.628,5048
False,/gXyYOWAkk4FdQU3adK8WFj8nN9J.jpg,"[10751, 16, 14, 12, 35, 10402]",136799,en,Trolls,"After the monstrous Bergens invade Troll Village, Princess Poppy, the happiest Troll ever born, and overly-cautious, curmudgeonly outcast Branch set off on a journey to rescue her friends. Their mission is full of adventure and mishaps, as this mismatched duo try to tolerate each other long enough to get the job done.",9.7834,/9VlK2j0THZWzhQPq0W3Oc0IIdBB.jpg,2016-10-13,Trolls,False,6.628,3792
False,/l55hMfLp4XhyipHeUyqEXh3d75M.jpg,"[16, 14, 27]",9463,ja,バンパイアハンターD,"In a far-future time ruled by the supernatural, a young girl requests the help of a vampire hunter to kill the vampire who has bitten her and thus prevent her from becoming a vampire herself.",4.0883,/yhKS0Wi6HNOHauWl0M3fr23hiB7.jpg,1985-12-21,Vampire Hunter D,False,6.62,530
False,/avVKoXUcYF0Cum0r9jsyboCyG4M.jpg,"[12, 14, 35]",577242,fr,Kaamelott : Premier Volet,"Hidden in Rome, King Arthur is planning his return to oppose the army of his former friend Lancelot.",2.4171,/hfq2Wgm86DeXGxcBrrpk9EShAZ8.jpg,2021-07-21,Kaamelott: The First Chapter,False,6.609,745
False,/7IMcSsxWfHkO0mdYMU2NcwLmgD1.jpg,"[28, 12, 35, 14, 16]",433422,ja,劇場版 FAIRY TAIL -DRAGON CRY-,"Dragon Cry is a magical artifact of deadly power, formed into a staff by the fury and despair of dragons long gone. Now, this power has been stolen from the hands of the Fiore kingdom by the nefarious traitor Zash Caine, who flees with it to the small island nation of Stella. Frightened that the power has fallen into the wrong hands, the King of Fiore hastily sends Fairy Tail to retrieve the staff. But this task proves frightening as a shadowy secret lies in the heart of the kingdom of Stella. Dragon Cry follows their story as they muster up all their strength to recover the stolen staff and save both kingdoms.",3.6091,/4CtvjdvuRj3iPlvtpvFomhTxjXR.jpg,2017-05-06,Fairy Tail: Dragon Cry,False,6.6,415
False,/lao4tAa7y5QX5benDMyIeeRiTCb.jpg,"[14, 28, 53]",834,en,Underworld: Evolution,"As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.",8.0497,/oJaQG353uOzOqffQ5K2hg03k4Vp.jpg,2006-01-12,Underworld: Evolution,False,6.603,4340
False,/kIQc0kkqIYTo65x5XjlKgqdDQ6a.jpg,"[12, 18, 14]",559907,en,The Green Knight,"An epic fantasy adventure based on the timeless Arthurian legend, The Green Knight tells the story of Sir Gawain, King Arthur's reckless and headstrong nephew, who embarks on a daring quest to confront the eponymous Green Knight, a gigantic emerald-skinned stranger and tester of men.",7.5965,/if4hw3Ou5Sav9Em7WWHj66mnywp.jpg,2021-07-29,The Green Knight,False,6.603,2169
False,/grY5sfuT9YeXWlp4JYCmRZVqjk0.jpg,"[10751, 16, 35, 14]",481084,en,The Addams Family,"The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.",7.9949,/q1epO0eO8DWu8Vo8tPfvVlzW48T.jpg,2019-10-10,The Addams Family,False,6.602,2471
False,/bwS2YrIMJp7yAb8RhuLkNVMLeyY.jpg,"[18, 10749, 14]",4958,en,The Legend of Bagger Vance,"World War I has left golfer Rannulph Junuh a poker-playing alcoholic, his perfect swing gone. Now, however, he needs to get it back to play in a tournament to save the financially ravaged golf course of a long-ago sweetheart. Help arrives in the form of mysterious caddy Bagger Vance.",5.0042,/7jKjh9PZvHJYYtCycQmTbBoZVV4.jpg,2000-11-02,The Legend of Bagger Vance,False,6.598,980
False,/1ZVlzOBYCggLzvVYHK7Im6LohjC.jpg,"[14, 10751, 35]",1593,en,Night at the Museum,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits.",10.7579,/pDsAAYf6Zn0yiAGJ6lYGs6hoZ4E.jpg,2006-12-20,Night at the Museum,False,6.598,10888
False,/tgHO1DdnaS0xHcRxBHxE4kOQeIm.jpg,"[35, 14]",2978,en,Ghostbusters II,The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.,7.9724,/yObYPMA58DnTMvJooFW7GG6jWAt.jpg,1989-06-16,Ghostbusters II,False,6.595,4809
False,/TXSxV23MWYkezZ3219gtgcSX6n.jpg,"[12, 16, 14]",123,en,The Lord of the Rings,"Young Hobbit Frodo Baggins is thrown into an amazing adventure when he's tasked with destroying the One Ring, created by the dark lord Sauron. Frodo must travel in a small fellowship of nine warriors and accomplices. But it won't be an easy journey for the Fellowship of the Ring, on the ultimate quest to rid Middle-earth of evil.",6.1143,/liW0mjvTyLs7UCumaHhx3PpU4VT.jpg,1978-11-15,The Lord of the Rings,False,6.594,1032
False,/c5MCkebYhFuhmi32x760HfcvLIO.jpg,"[16, 10751, 14, 12, 35]",417859,en,Puss in Boots,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",9.455,/n4UkIqNYSTr4DPoHCVfLrL8mbre.jpg,2011-10-27,Puss in Boots,False,6.593,4511
False,/6kTLm7zfwKAgAcGnaVU0uT4QYug.jpg,"[10751, 16, 12, 14]",10539,en,James and the Giant Peach,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",5.0553,/vNEGobe23vW43mSPYVaVaBLP6qV.jpg,1996-04-12,James and the Giant Peach,False,6.593,1420
False,/5tFt6iuGnKapHl5tw0X0cKcnuVo.jpg,"[10751, 14, 12]",329996,en,Dumbo,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",6.7163,/A7XkpLfNH0El2yyDLc4b0KLAKvE.jpg,2019-03-27,Dumbo,False,6.59,4509
False,/hKXmvyBGkyIYfKPAgJdH40q1ozh.jpg,"[10751, 16, 14, 12, 35]",22586,en,The Swan Princess,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",6.2985,/f5YvIPrkJ9HCsNbgzWJJyxXVNhj.jpg,1994-11-18,The Swan Princess,False,6.579,1011
False,/aH4MrSu8fwjRiEMGfdRwpsYu2PW.jpg,"[10751, 14, 35, 10749]",10330,en,Freaky Friday,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",8.404,/ipKcZ4Up7dp18XpsfYUc9NKZy3g.jpg,2003-08-05,Freaky Friday,False,6.58,4232
False,/xcUf6yIheo78btFqihlRLftdR3M.jpg,"[10751, 35, 14, 12]",448119,en,Dolittle,"After losing his wife seven years earlier, the eccentric Dr. John Dolittle, famed doctor and veterinarian of Queen Victoria’s England, hermits himself away behind the high walls of Dolittle Manor with only his menagerie of exotic animals for company. But when the young queen falls gravely ill, a reluctant Dolittle is forced to set sail on an epic adventure to a mythical island in search of a cure, regaining his wit and courage as he crosses old adversaries and discovers wondrous creatures.",8.7276,/3Nt3v1uzUgfSuVARD1AnI9g9Zl9.jpg,2020-01-02,Dolittle,False,6.577,3852
False,/6FhmSHAmSjm5FGpLe2xqAl7ekFP.jpg,"[12, 14, 28, 37, 53]",46528,en,The Warrior's Way,A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.,5.6841,/otjBqNDpZ3C9mzfDOI4kaiib3Qd.jpg,2010-12-01,The Warrior's Way,False,6.588,661
False,/AtwEQgJ07mzy7WvfQcLfjdKgaXT.jpg,"[10751, 35, 14]",454467,en,Noelle,"Kris Kringle's daughter, Noelle, sets off on a mission to find and bring back her brother, after he gets cold feet when it's his turn to take over as Santa.",4.4885,/ljxeeVQJra8O4slFsmmnf5NgFx4.jpg,2019-11-12,Noelle,False,6.573,743
False,/n50UJwtcvrkXLGIzhiV2onmOZzH.jpg,"[35, 10751, 14]",14136,en,The Love Bug,"Down-on-his-luck race car driver Jim Douglas teams up with a little VW Bug that has a mind of its own, not realizing Herbie's worth until a sneaky rival plots to steal him.",4.8487,/9Lc1efdYZUZia2zsRWcUkiD1KdN.jpg,1968-12-23,The Love Bug,False,6.6,639
False,/6C7ZGYeR8QpT3X6C2RFEu6yiSKK.jpg,"[10751, 14, 10402]",622855,en,Jingle Jangle: A Christmas Journey,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.",6.7148,/5RbyHIVydD3Krmec1LlUV7rRjet.jpg,2020-11-06,Jingle Jangle: A Christmas Journey,False,6.567,565
False,/uzIGtyS6bbnJzGsPL93WCF1FWm8.jpg,"[12, 28, 14]",1865,en,Pirates of the Caribbean: On Stranger Tides,"When Jack crosses paths with a woman from his past, he's not sure if it's love...or if she's a ruthless con artist using him to find the fabled Fountain of Youth.",16.4911,/keGfSvCmYj7CvdRx36OdVrAEibE.jpg,2011-05-15,Pirates of the Caribbean: On Stranger Tides,False,6.6,14861
